variance,skewness,curtosis,entropy,class
0.7675768577606389,0.9314119679777193,0.10428027543672742,-0.790266761671442,0
0.9905126789140319,0.8705642399316905,0.10428027543672742,0.2259848907509459,0
0.8305885795237844,0.13697875691283967,0.07305937070256163,0.09437969780405393,0
0.7231226936208225,1.028958422145642,0.10428027543672742,0.2259848907509459,0
-0.7561777695185603,0.13697875691283967,0.7565109102197329,-5.764263912674187,0
0.9507366717788593,1.04510954422013,0.10428027543672742,0.2259848907509459,0
0.7595070360780125,-0.07841762785614496,-0.4840796841670789,0.5360093662282275,0
0.2761903692526461,0.13697875691283967,1.3180892493384013,-1.2103419677788718,0
0.6515408021105652,0.5204325900933949,-2.5488227833909294,-1.2439655599333754,0
0.03352542845686138,0.9905984532080481,0.10428027543672742,-1.730313331850988,0
-0.12642502038572717,0.9446217447417077,0.10428027543672742,-2.1295324842362304,0
0.8613338500622723,0.13697875691283967,0.2311910358302587,0.7589247551627608,0
0.19742646961788768,0.8054903018475454,-0.9126742628144245,0.2259848907509459,0
0.23559822795292784,1.164725651115228,0.2775080623249309,0.2259848907509459,0
0.7086046486902259,0.9385201748023253,0.10428027543672742,-1.1183849638346426,0
1.018974157689898,0.13697875691283967,0.5275748067073739,1.1223938975252257,0
0.4862973039659324,-0.06371300100670017,-0.7295067794321789,0.5538085397670237,0
-0.3830451447357391,-0.1268265603484277,0.7122380305302866,0.5662205663884178,0
-0.00951636815363265,0.13697875691283967,1.3044701257530547,0.2259848907509459,0
1.1351557652815165,1.1824543429019356,0.10428027543672742,0.2259848907509459,0
1.237400366951233,0.8352945358618088,0.10428027543672742,-0.8862605371795036,0
-0.7562145666149221,0.13697875691283967,0.7565109102197329,-5.764263912674187,0
0.8481032269535469,1.0967184560387662,0.10428027543672742,0.2259848907509459,0
-0.2964909826640184,0.9571934008756664,0.10428027543672742,0.2259848907509459,0
0.9655431326238203,1.068042847246679,0.10428027543672742,0.2259848907509459,0
-0.4512538072617515,0.13697875691283967,1.3037890967372394,0.2259848907509459,0
-0.17206187993818514,0.13697875691283967,0.9324545673336637,-1.3229634768445804,0
-1.6929549540265425,0.8982333273360982,0.15607708680926616,0.2259848907509459,0
1.3698804019860256,1.0608137703905045,0.10428027543672742,0.2259848907509459,0
1.0642453780952608,0.13697875691283967,0.5110596681788372,0.9059502239425404,0
-1.4528876680483862,-1.899664059916057,0.8184067067806562,0.14837254025989208,0
0.010548838831248956,0.08524948042320893,0.48380292173782397,0.4733345771053534,0
0.9343413519231254,0.7994408540978296,0.10428027543672742,-4.193920431445495,0
-5.207317032735978,1.016699800226749,0.0004032969672911168,0.2259848907509459,0
0.23559822795292784,-0.993577570045416,1.2838465030990212,0.5713627576528378,0
0.4062055237827566,0.630998972888604,-2.8107819595452948,-1.5342978799967588,0
0.49168022889567803,0.5639068032614248,-1.7303492623540941,-1.5396409367694233,0
0.7695067726841661,-0.9909518367241861,-0.04027936962490501,0.6981773431550945,0
0.9953537459064145,-0.028014701693666103,0.10428027543672742,0.2966002726576077,0
0.7296627687973466,1.0482268213104529,0.10428027543672742,0.2259848907509459,0
0.904950088356589,0.9380358450089107,0.10428027543672742,-1.1938726276947824,0
-1.3865619215634388,0.9954978087632227,0.10428027543672742,0.2259848907509459,0
-1.1126481200046812,1.0036060890610061,-1.6281887355858844,0.2259848907509459,0
-0.27857642932324983,0.5340667541756374,0.20875111735774698,0.04731023784932648,0
0.5461490924421987,0.702205174633152,-2.737872997262034,0.4688899939756896,0
-2.9946109904834324,1.0336971997563862,0.10428027543672742,0.2259848907509459,0
0.2730623796270739,0.6590706721531405,-0.6461220634280954,0.2259848907509459,0
-2.9946109904834324,1.0336971997563862,0.10428027543672742,0.2259848907509459,0
0.8416455352964344,0.5713285473370505,0.10428027543672742,-1.4974300136232697,0
0.08049866995142008,-0.002787904060291505,0.3715892999515219,0.07182090448043296,0
0.9405584524631403,0.13697875691283967,0.5147466863785788,-1.1339323444519773,0
1.1390086642631654,0.17038753205724672,0.10428027543672742,0.856051210430126,0
0.6345500676223653,0.5316288932784287,-1.8302350922274113,0.2259848907509459,0
0.4446695561529768,0.585050109160637,0.10428027543672742,0.2259848907509459,0
1.0716543430651164,0.474876798251413,0.10428027543672742,-0.9354416599777547,0
1.0508664091008768,-0.9975274582109688,-0.0364938250891716,0.9638045978243158,0
0.4496552630820647,0.6816087067329804,-2.089625628981699,0.381498035183879,0
1.2410524370184408,0.38549485074412565,0.10428027543672742,0.42939123038273963,0
0.6323356507307991,0.13697875691283967,0.756187412226414,0.8428679523952705,0
-2.971815083772872,1.2138354933304025,-1.5651654718327006,0.2259848907509459,0
0.556223107802641,-1.2501426291570947,0.7601008128551024,-0.39140975699626557,0
-0.6111285487052138,0.4803455218625254,0.018877315630056145,-0.8482368888962114,0
0.9254677019960655,1.2078629118853195,0.10428027543672742,0.2259848907509459,0
0.1521456565710533,0.13697875691283967,-0.07401334538730833,-0.4200917159992719,0
1.166064561683215,-0.05265979946064186,0.10428027543672742,1.1669223401484183,0
0.44042430676140654,-0.20346236743331603,0.13282762945071272,0.19881353386117018,0
1.003561642198134,0.13697875691283967,0.3392029434077161,0.3193005445023965,0
0.40064626255184066,1.0300931507528635,0.10428027543672742,0.2259848907509459,0
-0.256070891327305,0.8215683751739886,-1.4159441323739108,0.2259848907509459,0
-0.9620608973246003,0.9686744861060498,-3.9637730666454773,0.2259848907509459,0
0.8522331364737518,0.13697875691283967,0.2263707696406737,0.4677807255276863,0
0.8969313246508624,-1.2145625528574409,-0.28146607386440525,1.2912011863681285,0
1.027902618519129,1.0815007195091983,0.10428027543672742,0.2259848907509459,0
0.9036014925269219,0.13697875691283967,0.5631915080453045,0.9043627953722518,0
0.9594747037391944,1.1709358186405836,0.10428027543672742,0.2259848907509459,0
0.3581630747034073,0.062434790660361665,-0.5825585852388797,0.41207502756833814,0
0.8122328378676347,0.8475170603803427,0.10428027543672742,0.2259848907509459,0
-1.0454928402267318,0.5840535924323541,0.02051667490205318,-1.6635536915892368,0
-0.832949980601638,0.8030211893634371,-0.3357627615812951,-2.674007317175492,0
-0.17864078091492766,0.16606899672647676,0.505697842480139,0.7455716623834744,0
0.5292902996410391,0.9802811428330787,0.10428027543672742,0.2259848907509459,0
0.9732598772442964,-0.3063345230171673,-0.3523330643560615,0.7365936266728151,0
1.0905110625318548,0.9232665606029287,0.10428027543672742,0.2259848907509459,0
0.1834714969016116,0.8204825351240896,-1.3532931901095568,0.2259848907509459,0
0.663641099962735,0.6597031550934257,-2.1310199874063094,0.7633403532375759,0
0.8710239253545256,-0.17927045486183252,-0.43731685522642316,0.6547325537855052,0
0.23559822795292784,-0.45005287464403954,1.2084668462001034,0.8634534825414064,0
